ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60655,15,4/5/2020,4/11/2020,28.0,91.0,97.0,315.9,186,512,646,1777.5,0.2,0.2,2,3,6.9,10.4,28804,60655-15,POINT (-87.701434 41.696456)
60661,19,5/3/2020,5/9/2020,4.0,26.0,40.0,261.9,47,210,474,2115.7,0.1,0.1,0,0,0.0,0.0,9926,60661-19,POINT (-87.644283 41.882786)
60639,20,5/10/2020,5/16/2020,336.0,2087.0,371.0,2305.6,1273,6063,1406,6698.2,0.3,0.3,8,68,8.8,75.1,90517,60639-20,POINT (-87.75531 41.920609)
60651,24,6/7/2020,6/13/2020,41.0,1518.0,65.0,2401.2,543,6109,859,9663.4,0.1,0.2,1,67,1.6,106.0,63218,60651-24,POINT (-87.741017 41.901964)
60609,13,3/22/2020,3/28/2020,46.0,61.0,75.0,99.2,131,198,213,322.0,0.4,0.3,0,0,0.0,0.0,61495,60609-13,POINT (-87.653382 41.812017)
60624,23,5/31/2020,6/6/2020,21.0,772.0,58.0,2135.1,227,3179,628,8792.0,0.1,0.2,0,26,0.0,71.9,36158,60624-23,POINT (-87.722735 41.879417)
60644,25,6/14/2020,6/20/2020,15.0,1180.0,31.0,2473.2,380,5584,796,11703.6,0.0,0.2,2,87,4.2,182.3,47712,60644-25,POINT (-87.756863 41.881113)
60617,18,4/26/2020,5/2/2020,108.0,510.0,131.0,617.9,804,2421,974,2933.3,0.1,0.2,3,28,3.6,33.9,82534,60617-18,POINT (-87.556897 41.721257)
60603,23,5/31/2020,6/6/2020,0.0,8.0,0.0,681.4,18,78,1533,6644.0,0.0,0.1,0,0,0.0,0.0,1174,60603-23,POINT (-87.625473 41.880112000000004)
60641,20,5/10/2020,5/16/2020,154.0,887.0,217.0,1248.9,744,3601,1048,5070.2,0.2,0.2,7,37,9.9,52.1,71023,60641-20,POINT (-87.746791 41.946682)
60659,23,5/31/2020,6/6/2020,21.0,645.0,51.0,1570.6,231,2602,562,6335.8,0.1,0.2,2,39,4.9,95.0,41068,60659-23,POINT (-87.703266 41.99080300000001)
60645,14,3/29/2020,4/4/2020,104.0,228.0,218.0,477.7,239,574,501,1202.5,0.4,0.4,2,2,4.2,4.2,47732,60645-14,POINT (-87.695049 42.008927)
60647,24,6/7/2020,6/13/2020,37.0,1151.0,42.0,1315.3,1113,6700,1272,7656.4,0.0,0.2,3,81,3.4,92.6,87509,60647-24,POINT (-87.701101 41.921058)
60613,23,5/31/2020,6/6/2020,12.0,339.0,24.0,676.5,314,2500,627,4988.7,0.0,0.1,1,28,2.0,55.9,50113,60613-23,POINT (-87.661343 41.953742)
60618,15,4/5/2020,4/11/2020,76.0,193.0,80.0,204.5,237,725,251,768.0,0.3,0.3,2,2,2.1,2.1,94395,60618-15,POINT (-87.703343 41.946699)
60827,22,5/24/2020,5/30/2020,7.0,45.0,24.0,157.5,43,278,150,972.8,0.2,0.2,0,4,0.0,14.0,28577,60827-22,POINT (-87.633087 41.650765)
60659,12,3/15/2020,3/21/2020,19.0,20.0,46.0,48.7,60,66,146,160.7,0.3,0.3,0,0,0.0,0.0,41068,60659-12,POINT (-87.703266 41.99080300000001)
60629,15,4/5/2020,4/11/2020,118.0,280.0,106.0,250.3,286,718,256,641.9,0.4,0.4,6,13,5.4,11.6,111850,60629-15,POINT (-87.711565 41.777061)
60608,14,3/29/2020,4/4/2020,74.0,165.0,93.0,208.3,186,480,235,606.0,0.4,0.3,1,1,1.3,1.3,79205,60608-14,POINT (-87.670366 41.849879)
60652,16,4/12/2020,4/18/2020,48.0,195.0,109.0,444.1,208,618,474,1407.5,0.2,0.3,3,9,6.8,20.5,43907,60652-16,POINT (-87.714238 41.745398)
60624,22,5/24/2020,5/30/2020,44.0,751.0,122.0,2077.0,332,2952,918,8164.2,0.1,0.3,2,26,5.5,71.9,36158,60624-22,POINT (-87.722735 41.879417)
60605,19,5/3/2020,5/9/2020,9.0,125.0,33.0,454.2,137,835,498,3034.3,0.1,0.2,0,1,0.0,3.6,27519,60605-19,POINT (-87.623449 41.867824)
60608,15,4/5/2020,4/11/2020,112.0,277.0,141.0,349.7,315,795,398,1003.7,0.4,0.3,3,4,3.8,5.1,79205,60608-15,POINT (-87.670366 41.849879)
60643,14,3/29/2020,4/4/2020,91.0,174.0,182.0,348.9,227,486,455,974.5,0.4,0.4,3,3,6.0,6.0,49870,60643-14,POINT (-87.662381 41.700445)
60625,21,5/17/2020,5/23/2020,116.0,1033.0,146.0,1303.6,768,4173,969,5266.1,0.2,0.2,8,80,10.1,101.0,79243,60625-21,POINT (-87.701816 41.971155)
60607,14,3/29/2020,4/4/2020,27.0,70.0,91.0,236.6,86,285,291,963.1,0.3,0.2,0,0,0.0,0.0,29591,60607-14,POINT (-87.652727 41.876104)
60615,13,3/22/2020,3/28/2020,29.0,54.0,70.0,129.9,109,256,262,615.9,0.3,0.2,1,1,2.4,2.4,41563,60615-13,POINT (-87.602725 41.80199300000001)
60626,22,5/24/2020,5/30/2020,90.0,901.0,181.0,1811.8,611,3675,1229,7389.9,0.1,0.2,6,92,12.1,185.0,49730,60626-22,POINT (-87.669834 42.009469)
60616,19,5/3/2020,5/9/2020,31.0,278.0,57.0,510.4,308,1454,566,2669.7,0.1,0.2,2,27,3.7,49.6,54464,60616-19,POINT (-87.629531 41.844869)
60657,11,3/8/2020,3/14/2020,13.0,14.0,19.0,20.0,37,41,53,58.5,0.4,0.3,0,0,0.0,0.0,70052,60657-11,POINT (-87.658216 41.939715)
60632,21,5/17/2020,5/23/2020,307.0,2318.0,337.0,2546.2,1117,6056,1227,6652.1,0.3,0.4,8,57,8.8,62.6,91039,60632-21,POINT (-87.711251 41.810038)
60633,25,6/14/2020,6/20/2020,1.0,85.0,8.0,660.4,68,752,528,5842.6,0.0,0.1,0,3,0.0,23.3,12871,60633-25,POINT (-87.556037 41.653147)
60619,18,4/26/2020,5/2/2020,68.0,580.0,111.0,946.8,518,2230,846,3640.3,0.1,0.3,7,40,11.4,65.3,61258,60619-18,POINT (-87.60569 41.744737)
60604,20,5/10/2020,5/16/2020,1.0,12.0,128.0,1534.5,11,58,1407,7416.9,0.1,0.2,0,0,0.0,0.0,782,60604-20,POINT (-87.62902900000002 41.878153)
60612,24,6/7/2020,6/13/2020,9.0,660.0,26.0,1923.6,410,3621,1195,10553.5,0.0,0.2,1,26,2.9,75.8,34311,60612-24,POINT (-87.687011 41.88004)
60619,13,3/22/2020,3/28/2020,95.0,126.0,155.0,205.7,214,343,349,559.9,0.4,0.4,0,0,0.0,0.0,61258,60619-13,POINT (-87.60569 41.744737)
60618,14,3/29/2020,4/4/2020,58.0,117.0,61.0,123.9,192,488,203,517.0,0.3,0.2,0,0,0.0,0.0,94395,60618-14,POINT (-87.703343 41.946699)
60614,19,5/3/2020,5/9/2020,52.0,398.0,73.0,558.1,399,1994,560,2796.3,0.1,0.2,10,46,14.0,64.5,71308,60614-19,POINT (-87.652064 41.922605)
60629,14,3/29/2020,4/4/2020,82.0,162.0,73.0,144.8,200,432,179,386.2,0.4,0.4,7,7,6.3,6.3,111850,60629-14,POINT (-87.711565 41.777061)
60615,18,4/26/2020,5/2/2020,24.0,225.0,58.0,541.3,230,1181,553,2841.5,0.1,0.2,3,10,7.2,24.1,41563,60615-18,POINT (-87.602725 41.80199300000001)
60603,22,5/24/2020,5/30/2020,1.0,8.0,85.0,681.4,7,60,596,5110.7,0.1,0.1,0,0,0.0,0.0,1174,60603-22,POINT (-87.625473 41.880112000000004)
60623,22,5/24/2020,5/30/2020,163.0,2682.0,190.0,3119.4,850,7520,989,8746.3,0.2,0.4,8,115,9.3,133.8,85979,60623-22,POINT (-87.717446 41.850321)
60607,15,4/5/2020,4/11/2020,166.0,236.0,561.0,797.5,255,540,862,1824.9,0.7,0.4,1,1,3.4,3.4,29591,60607-15,POINT (-87.652727 41.876104)
60707,24,6/7/2020,6/13/2020,11.0,197.0,26.0,457.9,134,1642,312,3816.9,0.1,0.1,0,10,0.0,23.2,43019,60707-24,POINT (-87.808283 41.921777)
60628,17,4/19/2020,4/25/2020,208.0,585.0,312.0,876.7,578,1733,866,2597.3,0.4,0.3,10,39,15.0,58.4,66724,60628-17,POINT (-87.621537 41.694192)
60644,16,4/12/2020,4/18/2020,75.0,347.0,157.0,727.3,269,894,564,1873.7,0.3,0.4,6,15,12.6,31.4,47712,60644-16,POINT (-87.756863 41.881113)
60616,24,6/7/2020,6/13/2020,10.0,402.0,18.0,738.1,572,3781,1050,6942.2,0.0,0.1,2,36,3.7,66.1,54464,60616-24,POINT (-87.629531 41.844869)
60643,15,4/5/2020,4/11/2020,80.0,254.0,160.0,509.3,208,694,417,1391.6,0.4,0.4,7,10,14.0,20.1,49870,60643-15,POINT (-87.662381 41.700445)
60636,12,3/15/2020,3/21/2020,12.0,14.0,37.0,43.5,47,53,146,164.6,0.3,0.3,1,1,3.1,3.1,32203,60636-12,POINT (-87.668597 41.77599)
60653,19,5/3/2020,5/9/2020,37.0,312.0,116.0,975.9,306,1468,957,4591.5,0.1,0.2,3,24,9.4,75.1,31972,60653-19,POINT (-87.611244 41.819261)
60605,15,4/5/2020,4/11/2020,12.0,61.0,44.0,221.7,85,332,309,1206.4,0.1,0.2,0,0,0.0,0.0,27519,60605-15,POINT (-87.623449 41.867824)
60612,19,5/3/2020,5/9/2020,77.0,474.0,224.0,1381.5,357,1908,1040,5560.9,0.2,0.2,4,17,11.7,49.5,34311,60612-19,POINT (-87.687011 41.88004)
60651,19,5/3/2020,5/9/2020,196.0,949.0,310.0,1501.2,765,2996,1210,4739.2,0.3,0.3,6,41,9.5,64.9,63218,60651-19,POINT (-87.741017 41.901964)
60654,20,5/10/2020,5/16/2020,6.0,115.0,31.0,601.0,118,623,617,3255.8,0.1,0.2,1,1,5.2,5.2,19135,60654-20,POINT (-87.63635400000001 41.892485)
60623,23,5/31/2020,6/6/2020,63.0,2745.0,73.0,3192.6,459,7979,534,9280.2,0.1,0.3,9,124,10.5,144.2,85979,60623-23,POINT (-87.717446 41.850321)
60613,22,5/24/2020,5/30/2020,7.0,327.0,14.0,652.5,323,2186,644,4362.1,0.0,0.2,3,27,6.0,53.9,50113,60613-22,POINT (-87.661343 41.953742)
60622,24,6/7/2020,6/13/2020,13.0,551.0,25.0,1043.7,663,3880,1256,7349.5,0.0,0.1,2,53,3.8,100.4,52793,60622-24,POINT (-87.681818 41.902762)
60634,16,4/12/2020,4/18/2020,102.0,325.0,134.0,427.7,545,1732,717,2279.1,0.2,0.2,4,11,5.3,14.5,75995,60634-16,POINT (-87.797373 41.944967000000005)
60606,16,4/12/2020,4/18/2020,7.0,14.0,226.0,451.5,26,97,838,3128.0,0.3,0.1,0,0,0.0,0.0,3101,60606-16,POINT (-87.63676 41.882634)
60646,20,5/10/2020,5/16/2020,28.0,283.0,100.0,1011.2,212,1475,758,5270.3,0.1,0.2,7,31,25.0,110.8,27987,60646-20,POINT (-87.761826 41.993931)
60653,24,6/7/2020,6/13/2020,10.0,430.0,31.0,1344.9,397,3492,1242,10922.1,0.0,0.1,0,30,0.0,93.8,31972,60653-24,POINT (-87.611244 41.819261)
60620,24,6/7/2020,6/13/2020,26.0,976.0,38.0,1433.3,561,6439,824,9455.8,0.0,0.2,1,67,1.5,98.4,68096,60620-24,POINT (-87.651656 41.740873)
60661,24,6/7/2020,6/13/2020,1.0,31.0,10.0,312.3,76,517,766,5208.5,0.0,0.1,0,0,0.0,0.0,9926,60661-24,POINT (-87.644283 41.882786)
60827,23,5/31/2020,6/6/2020,2.0,47.0,7.0,164.5,18,296,63,1035.8,0.1,0.2,0,4,0.0,14.0,28577,60827-23,POINT (-87.633087 41.650765)
60660,24,6/7/2020,6/13/2020,9.0,394.0,21.0,911.2,399,2720,923,6290.2,0.0,0.1,1,38,2.3,87.9,43242,60660-24,POINT (-87.666362 41.991062)
60649,20,5/10/2020,5/16/2020,46.0,636.0,100.0,1381.9,471,2639,1023,5734.0,0.1,0.2,12,94,26.1,204.2,46024,60649-20,POINT (-87.571522 41.762202)
60655,19,5/3/2020,5/9/2020,14.0,170.0,49.0,590.2,203,1405,705,4877.8,0.1,0.1,0,7,0.0,24.3,28804,60655-19,POINT (-87.701434 41.696456)
60652,20,5/10/2020,5/16/2020,71.0,542.0,162.0,1234.4,429,2188,977,4983.3,0.2,0.2,9,21,20.5,47.8,43907,60652-20,POINT (-87.714238 41.745398)
60827,18,4/26/2020,5/2/2020,4.0,23.0,14.0,80.5,43,132,150,461.9,0.1,0.2,0,2,0.0,7.0,28577,60827-18,POINT (-87.633087 41.650765)
60618,24,6/7/2020,6/13/2020,39.0,1102.0,41.0,1167.4,950,6806,1006,7210.1,0.0,0.2,2,42,2.1,44.5,94395,60618-24,POINT (-87.703343 41.946699)
60616,14,3/29/2020,4/4/2020,48.0,94.0,88.0,172.6,129,348,237,639.0,0.4,0.3,4,4,7.3,7.3,54464,60616-14,POINT (-87.629531 41.844869)
60657,24,6/7/2020,6/13/2020,9.0,302.0,13.0,431.1,675,4225,964,6031.2,0.0,0.1,1,25,1.4,35.7,70052,60657-24,POINT (-87.658216 41.939715)
60621,23,5/31/2020,6/6/2020,15.0,491.0,52.0,1690.7,201,2494,692,8587.6,0.1,0.2,4,49,13.8,168.7,29042,60621-23,POINT (-87.638812 41.776931)
60601,22,5/24/2020,5/30/2020,1.0,62.0,7.0,422.5,91,622,620,4238.5,0.0,0.1,0,5,0.0,34.1,14675,60601-22,POINT (-87.622844 41.886262)
60602,16,4/12/2020,4/18/2020,2.0,5.0,161.0,401.9,10,23,804,1848.9,0.2,0.2,0,0,0.0,0.0,1244,60602-16,POINT (-87.628309 41.883136)
60639,16,4/12/2020,4/18/2020,220.0,485.0,243.0,535.8,569,1292,629,1427.4,0.4,0.4,14,21,15.5,23.2,90517,60639-16,POINT (-87.75531 41.920609)
60655,14,3/29/2020,4/4/2020,30.0,63.0,104.0,218.7,153,326,531,1131.8,0.2,0.2,1,1,3.5,3.5,28804,60655-14,POINT (-87.701434 41.696456)
60624,18,4/26/2020,5/2/2020,79.0,463.0,218.0,1280.5,371,1475,1026,4079.3,0.2,0.3,1,18,2.8,49.8,36158,60624-18,POINT (-87.722735 41.879417)
60618,19,5/3/2020,5/9/2020,145.0,694.0,154.0,735.2,625,2908,662,3080.7,0.2,0.2,7,25,7.4,26.5,94395,60618-19,POINT (-87.703343 41.946699)
60626,18,4/26/2020,5/2/2020,109.0,570.0,219.0,1146.2,395,1686,794,3390.3,0.3,0.3,12,38,24.1,76.4,49730,60626-18,POINT (-87.669834 42.009469)
60625,17,4/19/2020,4/25/2020,128.0,420.0,162.0,530.0,414,1402,522,1769.2,0.3,0.3,12,25,15.1,31.5,79243,60625-17,POINT (-87.701816 41.971155)
60645,15,4/5/2020,4/11/2020,105.0,333.0,220.0,697.6,254,828,532,1734.7,0.4,0.4,6,8,12.6,16.8,47732,60645-15,POINT (-87.695049 42.008927)
60641,16,4/12/2020,4/18/2020,87.0,247.0,122.0,347.8,332,982,468,1382.7,0.3,0.3,5,11,7.0,15.5,71023,60641-16,POINT (-87.746791 41.946682)
60626,23,5/31/2020,6/6/2020,39.0,940.0,78.0,1890.2,477,4152,959,8349.1,0.1,0.2,8,100,16.1,201.1,49730,60626-23,POINT (-87.669834 42.009469)
60617,13,3/22/2020,3/28/2020,83.0,107.0,101.0,129.6,211,346,256,419.2,0.4,0.3,3,3,3.6,3.6,82534,60617-13,POINT (-87.556897 41.721257)
60653,14,3/29/2020,4/4/2020,43.0,109.0,134.0,340.9,137,345,428,1079.1,0.3,0.3,3,3,9.4,9.4,31972,60653-14,POINT (-87.611244 41.819261)
60601,15,4/5/2020,4/11/2020,4.0,30.0,27.0,204.4,37,137,252,933.6,0.1,0.2,1,1,6.8,6.8,14675,60601-15,POINT (-87.622844 41.886262)
60608,19,5/3/2020,5/9/2020,196.0,1072.0,248.0,1353.4,726,3270,917,4128.5,0.3,0.3,8,33,10.1,41.7,79205,60608-19,POINT (-87.670366 41.849879)
60610,15,4/5/2020,4/11/2020,15.0,95.0,38.0,243.5,102,386,261,989.3,0.1,0.2,1,1,2.6,2.6,39019,60610-15,POINT (-87.63581 41.90455)
60654,25,6/14/2020,6/20/2020,8.0,137.0,42.0,716.0,187,1344,977,7023.8,0.0,0.1,0,1,0.0,5.2,19135,60654-25,POINT (-87.63635400000001 41.892485)
60647,19,5/3/2020,5/9/2020,149.0,744.0,170.0,850.2,658,2842,752,3247.7,0.2,0.3,16,44,18.3,50.3,87509,60647-19,POINT (-87.701101 41.921058)
60605,22,5/24/2020,5/30/2020,10.0,151.0,36.0,548.7,213,1375,774,4996.5,0.0,0.1,0,1,0.0,3.6,27519,60605-22,POINT (-87.623449 41.867824)
60630,13,3/22/2020,3/28/2020,23.0,36.0,40.0,62.8,171,219,298,381.9,0.1,0.2,1,2,1.7,3.5,57344,60630-13,POINT (-87.759611 41.971261)
60614,15,4/5/2020,4/11/2020,47.0,155.0,66.0,217.4,175,611,245,856.8,0.3,0.3,8,9,11.2,12.6,71308,60614-15,POINT (-87.652064 41.922605)
60656,25,6/14/2020,6/20/2020,4.0,230.0,14.0,834.0,196,2285,711,8285.3,0.0,0.1,2,7,7.3,25.4,27579,60656-25,POINT (-87.817934 41.974566)
60637,16,4/12/2020,4/18/2020,56.0,220.0,118.0,463.6,216,858,455,1808.1,0.3,0.3,4,8,8.4,16.9,47454,60637-16,POINT (-87.604053 41.780991)
60631,14,3/29/2020,4/4/2020,18.0,47.0,61.0,159.2,155,366,525,1239.5,0.1,0.1,1,1,3.4,3.4,29529,60631-14,POINT (-87.813371 41.995019)
60615,22,5/24/2020,5/30/2020,18.0,331.0,43.0,796.4,338,2531,813,6089.6,0.1,0.1,0,14,0.0,33.7,41563,60615-22,POINT (-87.602725 41.80199300000001)
60612,15,4/5/2020,4/11/2020,67.0,195.0,195.0,568.3,246,700,717,2040.2,0.3,0.3,3,7,8.7,20.4,34311,60612-15,POINT (-87.687011 41.88004)
60622,19,5/3/2020,5/9/2020,59.0,400.0,112.0,757.7,321,1651,608,3127.3,0.2,0.2,8,41,15.2,77.7,52793,60622-19,POINT (-87.681818 41.902762)
60659,25,6/14/2020,6/20/2020,20.0,692.0,49.0,1685.0,369,3292,898,8016.0,0.1,0.2,1,40,2.4,97.4,41068,60659-25,POINT (-87.703266 41.99080300000001)
60657,14,3/29/2020,4/4/2020,30.0,110.0,43.0,157.0,155,489,221,698.1,0.2,0.2,0,0,0.0,0.0,70052,60657-14,POINT (-87.658216 41.939715)
60628,13,3/22/2020,3/28/2020,90.0,117.0,135.0,175.3,217,332,325,497.6,0.4,0.4,1,1,1.5,1.5,66724,60628-13,POINT (-87.621537 41.694192)
60620,19,5/3/2020,5/9/2020,74.0,770.0,109.0,1130.8,581,3136,853,4605.3,0.1,0.2,6,54,8.8,79.3,68096,60620-19,POINT (-87.651656 41.740873)
60643,19,5/3/2020,5/9/2020,34.0,498.0,68.0,998.6,352,2551,706,5115.3,0.1,0.2,5,40,10.0,80.2,49870,60643-19,POINT (-87.662381 41.700445)
60638,17,4/19/2020,4/25/2020,139.0,346.0,236.0,588.5,469,1400,798,2381.1,0.3,0.2,1,7,1.7,11.9,58797,60638-17,POINT (-87.771902 41.787032)
60633,20,5/10/2020,5/16/2020,10.0,60.0,78.0,466.2,81,400,629,3107.8,0.1,0.2,1,2,7.8,15.5,12871,60633-20,POINT (-87.556037 41.653147)
60655,24,6/7/2020,6/13/2020,0.0,193.0,0.0,670.0,243,2573,844,8932.8,0.0,0.1,0,9,0.0,31.2,28804,60655-24,POINT (-87.701434 41.696456)
60660,19,5/3/2020,5/9/2020,33.0,277.0,76.0,640.6,186,1187,430,2745.0,0.2,0.2,10,30,23.1,69.4,43242,60660-19,POINT (-87.666362 41.991062)
60629,23,5/31/2020,6/6/2020,82.0,2575.0,73.0,2302.2,719,9072,643,8110.9,0.1,0.3,6,77,5.4,68.8,111850,60629-23,POINT (-87.711565 41.777061)
60631,23,5/31/2020,6/6/2020,21.0,256.0,71.0,866.9,241,2596,816,8791.4,0.1,0.1,4,25,13.5,84.7,29529,60631-23,POINT (-87.813371 41.995019)
60651,15,4/5/2020,4/11/2020,107.0,257.0,169.0,406.5,256,659,405,1042.4,0.4,0.4,6,13,9.5,20.6,63218,60651-15,POINT (-87.741017 41.901964)
60644,20,5/10/2020,5/16/2020,94.0,898.0,197.0,1882.1,486,3259,1019,6830.6,0.2,0.3,7,55,14.7,115.3,47712,60644-20,POINT (-87.756863 41.881113)
60636,17,4/19/2020,4/25/2020,66.0,305.0,205.0,947.1,222,757,689,2350.7,0.3,0.4,5,28,15.5,86.9,32203,60636-17,POINT (-87.668597 41.77599)
60646,16,4/12/2020,4/18/2020,18.0,67.0,64.0,239.4,140,540,500,1929.5,0.1,0.1,0,3,0.0,10.7,27987,60646-16,POINT (-87.761826 41.993931)
60629,18,4/26/2020,5/2/2020,438.0,1257.0,392.0,1123.8,1197,3212,1070,2871.7,0.4,0.4,6,30,5.4,26.8,111850,60629-18,POINT (-87.711565 41.777061)
60656,20,5/10/2020,5/16/2020,21.0,169.0,76.0,612.8,190,1306,689,4735.5,0.1,0.1,0,5,0.0,18.1,27579,60656-20,POINT (-87.817934 41.974566)
60620,14,3/29/2020,4/4/2020,125.0,265.0,184.0,389.2,291,616,427,904.6,0.4,0.4,11,16,16.2,23.5,68096,60620-14,POINT (-87.651656 41.740873)
60827,19,5/3/2020,5/9/2020,4.0,27.0,14.0,94.5,24,156,84,545.9,0.2,0.2,1,3,3.5,10.5,28577,60827-19,POINT (-87.633087 41.650765)
60617,23,5/31/2020,6/6/2020,29.0,877.0,35.0,1062.6,488,6001,591,7270.9,0.1,0.1,8,61,9.7,73.9,82534,60617-23,POINT (-87.556897 41.721257)
60633,17,4/19/2020,4/25/2020,12.0,32.0,93.0,248.6,59,169,458,1313.0,0.2,0.2,0,0,0.0,0.0,12871,60633-17,POINT (-87.556037 41.653147)
60649,16,4/12/2020,4/18/2020,79.0,282.0,172.0,612.7,268,899,582,1953.3,0.3,0.3,15,37,32.6,80.4,46024,60649-16,POINT (-87.571522 41.762202)
60638,12,3/15/2020,3/21/2020,8.0,8.0,14.0,13.6,41,43,70,73.1,0.2,0.2,0,0,0.0,0.0,58797,60638-12,POINT (-87.771902 41.787032)
60645,19,5/3/2020,5/9/2020,72.0,747.0,151.0,1565.0,371,2300,777,4818.6,0.2,0.3,6,43,12.6,90.1,47732,60645-19,POINT (-87.695049 42.008927)
60659,20,5/10/2020,5/16/2020,48.0,523.0,117.0,1273.5,292,1815,711,4419.5,0.2,0.3,6,34,14.6,82.8,41068,60659-20,POINT (-87.703266 41.99080300000001)
60619,23,5/31/2020,6/6/2020,24.0,803.0,39.0,1310.8,427,5873,697,9587.3,0.1,0.1,0,59,0.0,96.3,61258,60619-23,POINT (-87.60569 41.744737)
60642,20,5/10/2020,5/16/2020,11.0,107.0,54.0,529.7,142,738,703,3653.3,0.1,0.1,0,4,0.0,19.8,20201,60642-20,POINT (-87.657821 41.899935)
60827,14,3/29/2020,4/4/2020,1.0,12.0,4.0,42.0,11,34,38,119.0,0.1,0.4,1,1,3.5,3.5,28577,60827-14,POINT (-87.633087 41.650765)
60609,22,5/24/2020,5/30/2020,114.0,1436.0,185.0,2335.1,667,4803,1085,7810.4,0.2,0.3,6,55,9.8,89.4,61495,60609-22,POINT (-87.653382 41.812017)
60640,17,4/19/2020,4/25/2020,137.0,423.0,196.0,606.8,490,1388,703,1991.0,0.3,0.3,13,28,18.6,40.2,69715,60640-17,POINT (-87.662232 41.971888)
60647,15,4/5/2020,4/11/2020,58.0,136.0,66.0,155.4,231,698,264,797.6,0.3,0.2,0,1,0.0,1.1,87509,60647-15,POINT (-87.701101 41.921058)
60625,13,3/22/2020,3/28/2020,26.0,49.0,33.0,61.8,144,242,182,305.4,0.2,0.2,0,1,0.0,1.3,79243,60625-13,POINT (-87.701816 41.971155)
60611,22,5/24/2020,5/30/2020,11.0,117.0,34.0,360.8,283,1811,873,5585.0,0.0,0.1,0,2,0.0,6.2,32426,60611-22,POINT (-87.620291 41.894734)
60624,14,3/29/2020,4/4/2020,86.0,162.0,238.0,448.0,173,395,478,1092.4,0.5,0.4,5,5,13.8,13.8,36158,60624-14,POINT (-87.722735 41.879417)
60622,14,3/29/2020,4/4/2020,29.0,91.0,55.0,172.4,111,346,210,655.4,0.3,0.3,1,1,1.9,1.9,52793,60622-14,POINT (-87.681818 41.902762)
60610,19,5/3/2020,5/9/2020,21.0,166.0,54.0,425.4,215,1035,551,2652.6,0.1,0.2,1,4,2.6,10.3,39019,60610-19,POINT (-87.63581 41.90455)
60608,23,5/31/2020,6/6/2020,65.0,1537.0,82.0,1940.5,484,5838,611,7370.7,0.1,0.3,3,51,3.8,64.4,79205,60608-23,POINT (-87.670366 41.849879)
60659,15,4/5/2020,4/11/2020,54.0,173.0,132.0,421.3,139,484,338,1178.5,0.4,0.4,3,7,7.3,17.0,41068,60659-15,POINT (-87.703266 41.99080300000001)
60640,12,3/15/2020,3/21/2020,17.0,20.0,24.0,28.7,94,113,135,162.1,0.2,0.2,0,0,0.0,0.0,69715,60640-12,POINT (-87.662232 41.971888)
60652,25,6/14/2020,6/20/2020,24.0,738.0,55.0,1680.8,306,3988,697,9082.8,0.1,0.2,2,45,4.6,102.5,43907,60652-25,POINT (-87.714238 41.745398)
60626,14,3/29/2020,4/4/2020,40.0,80.0,80.0,160.9,130,353,261,709.8,0.3,0.2,2,2,4.0,4.0,49730,60626-14,POINT (-87.669834 42.009469)
60632,13,3/22/2020,3/28/2020,21.0,28.0,23.0,30.8,107,173,118,190.0,0.2,0.2,1,1,1.1,1.1,91039,60632-13,POINT (-87.711251 41.810038)
60657,19,5/3/2020,5/9/2020,21.0,232.0,30.0,331.2,263,1565,375,2234.1,0.1,0.1,2,16,2.9,22.8,70052,60657-19,POINT (-87.658216 41.939715)
60606,23,5/31/2020,6/6/2020,1.0,21.0,32.0,677.2,85,552,2741,17800.7,0.0,0.0,0,0,0.0,0.0,3101,60606-23,POINT (-87.63676 41.882634)
60620,18,4/26/2020,5/2/2020,73.0,696.0,107.0,1022.1,511,2555,750,3752.1,0.1,0.3,4,48,5.9,70.5,68096,60620-18,POINT (-87.651656 41.740873)
